"path","lines","owner","reasonixMechanism","status","staticRisks","recommendedAction"
"src/services/api/promptCacheBreakDetection.ts","759","DeepSeek route / cost / cache owner","cache-first-loop;context-recovery;deepseek-route-cost-control;mcp-skill-agent-envelope;parallel-safe-dispatch;permission-tool-gate","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/services/api/referral.ts","301","DeepSeek route / cost / cache owner","visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/services/api/sessionIngress.ts","468","DeepSeek route / cost / cache owner","context-recovery;mcp-skill-agent-envelope;tool-call-repair;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/services/api/ultrareviewQuota.ts","48","DeepSeek route / cost / cache owner","no-direct-reasonix-overlap","partial-review-needed","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/services/api/usage.ts","90","DeepSeek route / cost / cache owner","no-direct-reasonix-overlap","partial-review-needed","brand-or-reference-surface-review;pro-admission-boundary-check","??? hidden archived boundary ?? DSXU-owned ??????????????"
"src/services/api/withRetry.ts","766","DeepSeek route / cost / cache owner","context-recovery;mcp-skill-agent-envelope;parallel-safe-dispatch;permission-tool-gate;visible-work-state","implemented-or-integrated-mainline","cache-prefix-drift-check;tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/services/auth/dsxuBillingAccess.ts","104","Shared runtime utility owner","context-recovery;deepseek-route-cost-control","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/services/auth/dsxuProviderAuth.ts","2080","Shared runtime utility owner","context-recovery;deepseek-route-cost-control;evidence-release-claim;parallel-safe-dispatch;tool-call-repair;visible-work-state","implemented-or-integrated-mainline","brand-or-reference-surface-review;pro-admission-boundary-check;tool-result-budget-check","??? hidden archived boundary ?? DSXU-owned ??????????????"
"src/services/auth/dsxuProviderControlAuth.ts","43","Shared runtime utility owner","no-direct-reasonix-overlap","baseline-support-no-direct-gap","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/services/autoDream/autoDream.ts","324","Shared runtime utility owner","cache-first-loop;context-recovery;mcp-skill-agent-envelope;permission-tool-gate;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/services/autoDream/config.ts","22","Shared runtime utility owner","mcp-skill-agent-envelope","implemented-or-integrated-mainline","none-static","??????????????? claim ????? evidence?"
"src/services/autoDream/consolidationLock.ts","126","Shared runtime utility owner","context-recovery;evidence-release-claim;mcp-skill-agent-envelope;parallel-safe-dispatch;visible-work-state","implemented-or-integrated-mainline","cache-prefix-drift-check;pro-admission-boundary-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/services/autoDream/consolidationPrompt.ts","66","Shared runtime utility owner","context-recovery","implemented-or-integrated-mainline","cache-prefix-drift-check;pro-admission-boundary-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/services/awaySummary.ts","75","Shared runtime utility owner","context-recovery;mcp-skill-agent-envelope;parallel-safe-dispatch;permission-tool-gate;tool-call-repair;visible-work-state","implemented-or-integrated-mainline","cache-prefix-drift-check;pro-admission-boundary-check;tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/services/bridge/boundedUuidSet.ts","33","Shared runtime utility owner","parallel-safe-dispatch","baseline-support-no-direct-gap","none-static","??????????????? claim ????? evidence?"
"src/services/bridge/dsxuLocalProviderBackend.ts","193","Shared runtime utility owner","context-recovery;permission-tool-gate;tool-call-repair;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/services/bridge/dsxuRemoteBridgeFacade.ts","579","Shared runtime utility owner","evidence-release-claim;mcp-skill-agent-envelope;parallel-safe-dispatch;permission-tool-gate;tool-call-repair;visible-work-state","implemented-or-integrated-mainline","cache-prefix-drift-check;tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/services/bridge/dsxuRemoteSessionCoordinator.ts","374","Shared runtime utility owner","evidence-release-claim;mcp-skill-agent-envelope;parallel-safe-dispatch;permission-tool-gate;visible-work-state","implemented-or-integrated-mainline","cache-prefix-drift-check;pro-admission-boundary-check;tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/services/bridge/dsxuSdkMessageProjection.ts","223","Shared runtime utility owner","context-recovery;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check;tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/services/bridge/remotePermissionProjection.ts","69","Shared runtime utility owner","cache-first-loop;context-recovery;mcp-skill-agent-envelope;parallel-safe-dispatch;permission-tool-gate;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/services/cache-stats.integration.test.ts","141","Shared runtime utility owner","cache-first-loop","test-or-evidence-support","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/services/cache-stats.test.ts","221","Shared runtime utility owner","cache-first-loop;context-recovery;parallel-safe-dispatch","test-or-evidence-support","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/services/cache-stats.ts","229","Shared runtime utility owner","cache-first-loop;context-recovery;deepseek-route-cost-control;parallel-safe-dispatch;tool-call-repair","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/services/cache-warmer.ts","93","Shared runtime utility owner","cache-first-loop;deepseek-route-cost-control;evidence-release-claim;parallel-safe-dispatch","implemented-or-integrated-mainline","pro-admission-boundary-check;shell-side-effect-gate-check","? Flash-first / Pro admission trajectory evidence?"
"src/services/compact/apiMicrocompact.ts","183","Context / recovery / compact owner","cache-first-loop;context-recovery;deepseek-route-cost-control;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/services/compact/autoCompact.ts","352","Context / recovery / compact owner","cache-first-loop;context-recovery;parallel-safe-dispatch","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/services/compact/compact.ts","1838","Context / recovery / compact owner","cache-first-loop;context-recovery;deepseek-route-cost-control;evidence-release-claim;mcp-skill-agent-envelope;parallel-safe-dispatch;permission-tool-gate;tool-call-repair;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/services/compact/compactWarningHook.ts","17","Context / recovery / compact owner","cache-first-loop;context-recovery","implemented-or-integrated-mainline","none-static","??????????????? claim ????? evidence?"
"src/services/compact/compactWarningState.ts","19","Context / recovery / compact owner","context-recovery","implemented-or-integrated-mainline","none-static","??????????????? claim ????? evidence?"
"src/services/compact/grouping.ts","64","Context / recovery / compact owner","context-recovery;tool-call-repair","implemented-or-integrated-mainline","cache-prefix-drift-check;pro-admission-boundary-check;shell-side-effect-gate-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/services/compact/microCompact.ts","530","Context / recovery / compact owner","cache-first-loop;context-recovery;visible-work-state","implemented-or-integrated-mainline","none-static","??????????????? claim ????? evidence?"
"src/services/compact/postCompactCleanup.ts","78","Context / recovery / compact owner","cache-first-loop;context-recovery;mcp-skill-agent-envelope;permission-tool-gate","implemented-or-integrated-mainline","none-static","??????????????? claim ????? evidence?"
"src/services/compact/prompt.ts","383","Context / recovery / compact owner","cache-first-loop;context-recovery;evidence-release-claim;permission-tool-gate;visible-work-state","implemented-or-integrated-mainline","none-static","??????????????? claim ????? evidence?"
"src/services/compact/sessionMemoryCompact.ts","632","Context / recovery / compact owner","cache-first-loop;context-recovery;permission-tool-gate;tool-call-repair;visible-work-state","implemented-or-integrated-mainline","none-static","??????????????? claim ????? evidence?"
"src/services/compact/timeBasedMCConfig.ts","44","Context / recovery / compact owner","cache-first-loop;context-recovery;mcp-skill-agent-envelope;visible-work-state","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/services/contextCollapse/contextCollapseFallback.test.ts","58","Shared runtime utility owner","context-recovery;evidence-release-claim","test-or-evidence-support","cache-prefix-drift-check;pro-admission-boundary-check;tool-result-budget-check","? Reasonix-style stable-prefix / artifact-preview ???????? runtime?"
"src/services/contextCollapse/index.ts","96","Shared runtime utility owner","cache-first-loop;context-recovery;evidence-release-claim;parallel-safe-dispatch","implemented-or-integrated-mainline","pro-admission-boundary-check;shell-side-effect-gate-check","? Flash-first / Pro admission trajectory evidence?"
"src/services/contextCollapse/operations.ts","4","Shared runtime utility owner","no-direct-reasonix-overlap","baseline-support-no-direct-gap","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/services/contextCollapse/persist.ts","9","Shared runtime utility owner","context-recovery","implemented-or-integrated-mainline","none-static","??????????????? claim ????? evidence?"
"src/services/diagnosticTracking.ts","400","Shared runtime utility owner","mcp-skill-agent-envelope;tool-call-repair","implemented-or-integrated-mainline","pro-admission-boundary-check","? Flash-first / Pro admission trajectory evidence?"
"src/services/dsxuLimits.ts","522","Shared runtime utility owner","evidence-release-claim;mcp-skill-agent-envelope;visible-work-state","implemented-or-integrated-mainline","brand-or-reference-surface-review;pro-admission-boundary-check;tool-result-budget-check","??? hidden archived boundary ?? DSXU-owned ??????????????"
"src/services/dsxuLimitsHook.ts","24","Shared runtime utility owner","visible-work-state","implemented-or-integrated-mainline","none-static","??????????????? claim ????? evidence?"
